Entry ID,[Str. pos.],[Str. size],[Str. encoding],Str. value,[Str. data]
1422,0x2b9128,266,Shift_JIS,はるか太古より、氷の大陸の\n暗天を彩ってきた光の芸術。\nいにしえの空賊たちも幾度と\nなくその艶かしい光の手招き\nに心奪われたといわれる。\nオーロラは月の引力を受けて\n発生すると考えられており、\n数千年周期で巡ってくる月の\n力が活発な時期には世界中で\n見ることができるという。,"""\x82\xCD\x82\xE9\x82\xA9\x91\xBE\x8C\xC3\x82\xE6\x82\xE8\x81A\x95X\x82\xCC\x91\xE5\x97\xA4\x82\xCC\n\x88\xC3\x93V\x82\xF0\x8D\xCA\x82\xC1\x82\xC4\x82\xAB\x82\xBD\x8C\xF5\x82\xCC\x8C|\x8Fp\x81B\n\x82\xA2\x82\xC9\x82\xB5\x82\xA6\x82\xCC\x8B\xF3\x91\xAF\x82\xBD\x82\xBF\x82\xE0\x8A\xF4\x93x\x82\xC6\n\x82\xC8\x82\xAD\x82\xBB\x82\xCC\x89\x90\x82\xA9\x82\xB5\x82\xA2\x8C\xF5\x82\xCC\x8E\xE8\x8F\xB5\x82\xAB\n\x82\xC9\x90S\x92D\x82\xED\x82\xEA\x82\xBD\x82\xC6\x82\xA2\x82\xED\x82\xEA\x82\xE9\x81B\n\x83I\x81[\x83\x8D\x83\x89\x82\xCD\x8C\x8E\x82\xCC\x88\xF8\x97\xCD\x82\xF0\x8E\xF3\x82\xAF\x82\xC4\n\x94\xAD\x90\xB6\x82\xB7\x82\xE9\x82\xC6\x8Dl\x82\xA6\x82\xE7\x82\xEA\x82\xC4\x82\xA8\x82\xE8\x81A\n\x90\x94\x90\xE7\x94N\x8E\xFC\x8A\xFA\x82\xC5\x8F\x84\x82\xC1\x82\xC4\x82\xAD\x82\xE9\x8C\x8E\x82\xCC\n\x97\xCD\x82\xAA\x8A\x88\x94\xAD\x82\xC8\x8E\x9E\x8A\xFA\x82\xC9\x82\xCD\x90\xA2\x8AE\x92\x86\x82\xC5\n\x8C\xA9\x82\xE9\x82\xB1\x82\xC6\x82\xAA\x82\xC5\x82\xAB\x82\xE9\x82\xC6\x82\xA2\x82\xA4\x81B"""
1423,0x2b9234,82,Shift_JIS,モンテスマ大陸の北方に突き出した半島がある。\nその先端あたりが、やつの巣らしいぜ。,"""\x83\x82\x83\x93\x83e\x83X\x83}\x91\xE5\x97\xA4\x82\xCC\x96k\x95\xFB\x82\xC9\x93\xCB\x82\xAB\x8Fo\x82\xB5\x82\xBD\x94\xBC\x93\x87\x82\xAA\x82\xA0\x82\xE9\x81B\n\x82\xBB\x82\xCC\x90\xE6\x92[\x82\xA0\x82\xBD\x82\xE8\x82\xAA\x81A\x82\xE2\x82\xC2\x82\xCC\x91\x83\x82\xE7\x82\xB5\x82\xA2\x82\xBA\x81B"""
1424,0x2b9288,90,Shift_JIS,船よりもデカい鳥が新大陸のほうにいるらしいんだ。\nまあ、そいつが現れた場所の近くだろうな。,"""\x91D\x82\xE6\x82\xE8\x82\xE0\x83f\x83J\x82\xA2\x92\xB9\x82\xAA\x90V\x91\xE5\x97\xA4\x82\xCC\x82\xD9\x82\xA4\x82\xC9\x82\xA2\x82\xE9\x82\xE7\x82\xB5\x82\xA2\x82\xF1\x82\xBE\x81B\n\x82\xDC\x82\xA0\x81A\x82\xBB\x82\xA2\x82\xC2\x82\xAA\x8C\xBB\x82\xEA\x82\xBD\x8F\xEA\x8F\x8A\x82\xCC\x8B\xDF\x82\xAD\x82\xBE\x82\xEB\x82\xA4\x82\xC8\x81B"""
1425,0x2b92e4,266,Shift_JIS,その夜、船乗りサンドバッド\nは、ひとりひそかにロック鳥\nの巣に忍びこんでいた。\nなんと彼は、盗んだたまごで\n２００人分のオムレツを作る\nつもりだったのだが、転がそ\nうとしてたまごに足を挟んで\nしまい、びっくり仰天して逃\nげ帰ってきたということだ。\n　　「二千夜一夜物語」より,"""\x82\xBB\x82\xCC\x96\xE9\x81A\x91D\x8F\xE6\x82\xE8\x83T\x83\x93\x83h\x83o\x83b\x83h\n\x82\xCD\x81A\x82\xD0\x82\xC6\x82\xE8\x82\xD0\x82\xBB\x82\xA9\x82\xC9\x83\x8D\x83b\x83N\x92\xB9\n\x82\xCC\x91\x83\x82\xC9\x94E\x82\xD1\x82\xB1\x82\xF1\x82\xC5\x82\xA2\x82\xBD\x81B\n\x82\xC8\x82\xF1\x82\xC6\x94\xDE\x82\xCD\x81A\x93\x90\x82\xF1\x82\xBE\x82\xBD\x82\xDC\x82\xB2\x82\xC5\n\x82Q\x82O\x82O\x90l\x95\xAA\x82\xCC\x83I\x83\x80\x83\x8C\x83c\x82\xF0\x8D\xEC\x82\xE9\n\x82\xC2\x82\xE0\x82\xE8\x82\xBE\x82\xC1\x82\xBD\x82\xCC\x82\xBE\x82\xAA\x81A\x93]\x82\xAA\x82\xBB\n\x82\xA4\x82\xC6\x82\xB5\x82\xC4\x82\xBD\x82\xDC\x82\xB2\x82\xC9\x91\xAB\x82\xF0\x8B\xB2\x82\xF1\x82\xC5\n\x82\xB5\x82\xDC\x82\xA2\x81A\x82\xD1\x82\xC1\x82\xAD\x82\xE8\x8B\xC2\x93V\x82\xB5\x82\xC4\x93\xA6\n\x82\xB0\x8BA\x82\xC1\x82\xC4\x82\xAB\x82\xBD\x82\xC6\x82\xA2\x82\xA4\x82\xB1\x82\xC6\x82\xBE\x81B\n\x81@\x81@\x81u\x93\xF1\x90\xE7\x96\xE9\x88\xEA\x96\xE9\x95\xA8\x8C\xEA\x81v\x82\xE6\x82\xE8"""
1426,0x2b93f0,88,Shift_JIS,バルア大陸の北岸をなめるように飛んでみな。\n不思議な形をしたこの発見物が見つかるはずだ。,"""\x83o\x83\x8B\x83A\x91\xE5\x97\xA4\x82\xCC\x96k\x8A\xDD\x82\xF0\x82\xC8\x82\xDF\x82\xE9\x82\xE6\x82\xA4\x82\xC9\x94\xF2\x82\xF1\x82\xC5\x82\xDD\x82\xC8\x81B\n\x95s\x8Ev\x8Bc\x82\xC8\x8C`\x82\xF0\x82\xB5\x82\xBD\x82\xB1\x82\xCC\x94\xAD\x8C\xA9\x95\xA8\x82\xAA\x8C\xA9\x82\xC2\x82\xA9\x82\xE9\x82\xCD\x82\xB8\x82\xBE\x81B"""
1427,0x2b9448,76,Shift_JIS,バルア大陸北岸のネタらしい。\nまあ、バルア大陸の北岸って言っても広いがな……,"""\x83o\x83\x8B\x83A\x91\xE5\x97\xA4\x96k\x8A\xDD\x82\xCC\x83l\x83^\x82\xE7\x82\xB5\x82\xA2\x81B\n\x82\xDC\x82\xA0\x81A\x83o\x83\x8B\x83A\x91\xE5\x97\xA4\x82\xCC\x96k\x8A\xDD\x82\xC1\x82\xC4\x8C\xBE\x82\xC1\x82\xC4\x82\xE0\x8DL\x82\xA2\x82\xAA\x82\xC8\x81c\x81c"""
1428,0x2b9494,262,Shift_JIS,巨大な岩石の洞穴に、大勢の\n人々が暮らした横穴式集落。\n縦横に張りめぐらされた通路\nを使って各家屋や広間などに\n自由に往き来できる。\n食器などが散乱していること\nから、何らかの事情で突然こ\nの地を去ったと考えられるが\nその真相を知る決定的な証拠\nは一切見つかっていない。,"""\x8B\x90\x91\xE5\x82\xC8\x8A\xE2\x90\xCE\x82\xCC\x93\xB4\x8C\x8A\x82\xC9\x81A\x91\xE5\x90\xA8\x82\xCC\n\x90l\x81X\x82\xAA\x95\xE9\x82\xE7\x82\xB5\x82\xBD\x89\xA1\x8C\x8A\x8E\xAE\x8FW\x97\x8E\x81B\n\x8Fc\x89\xA1\x82\xC9\x92\xA3\x82\xE8\x82\xDF\x82\xAE\x82\xE7\x82\xB3\x82\xEA\x82\xBD\x92\xCA\x98H\n\x82\xF0\x8Eg\x82\xC1\x82\xC4\x8Ae\x89\xC6\x89\xAE\x82\xE2\x8DL\x8A\xD4\x82\xC8\x82\xC7\x82\xC9\n\x8E\xA9\x97R\x82\xC9\x89\x9D\x82\xAB\x97\x88\x82\xC5\x82\xAB\x82\xE9\x81B\n\x90H\x8A\xED\x82\xC8\x82\xC7\x82\xAA\x8EU\x97\x90\x82\xB5\x82\xC4\x82\xA2\x82\xE9\x82\xB1\x82\xC6\n\x82\xA9\x82\xE7\x81A\x89\xBD\x82\xE7\x82\xA9\x82\xCC\x8E\x96\x8F\xEE\x82\xC5\x93\xCB\x91R\x82\xB1\n\x82\xCC\x92n\x82\xF0\x8B\x8E\x82\xC1\x82\xBD\x82\xC6\x8Dl\x82\xA6\x82\xE7\x82\xEA\x82\xE9\x82\xAA\n\x82\xBB\x82\xCC\x90^\x91\x8A\x82\xF0\x92m\x82\xE9\x8C\x88\x92\xE8\x93I\x82\xC8\x8F\xD8\x8B\x92\n\x82\xCD\x88\xEA\x90\xD8\x8C\xA9\x82\xC2\x82\xA9\x82\xC1\x82\xC4\x82\xA2\x82\xC8\x82\xA2\x81B"""
1429,0x2b959c,68,Shift_JIS,バルア大陸の中ほどには、巨大な盆地がある。\nそのあたりにあるらしい。,"""\x83o\x83\x8B\x83A\x91\xE5\x97\xA4\x82\xCC\x92\x86\x82\xD9\x82\xC7\x82\xC9\x82\xCD\x81A\x8B\x90\x91\xE5\x82\xC8\x96~\x92n\x82\xAA\x82\xA0\x82\xE9\x81B\n\x82\xBB\x82\xCC\x82\xA0\x82\xBD\x82\xE8\x82\xC9\x82\xA0\x82\xE9\x82\xE7\x82\xB5\x82\xA2\x81B"""
1430,0x2b95e0,82,Shift_JIS,う〜む、うす気味わるい情報だな。\n場所は、バルア大陸。これ以上のことはわからねえ。,"""\x82\xA4\x81`\x82\xDE\x81A\x82\xA4\x82\xB7\x8BC\x96\xA1\x82\xED\x82\xE9\x82\xA2\x8F\xEE\x95\xF1\x82\xBE\x82\xC8\x81B\n\x8F\xEA\x8F\x8A\x82\xCD\x81A\x83o\x83\x8B\x83A\x91\xE5\x97\xA4\x81B\x82\xB1\x82\xEA\x88\xC8\x8F\xE3\x82\xCC\x82\xB1\x82\xC6\x82\xCD\x82\xED\x82\xA9\x82\xE7\x82\xCB\x82\xA6\x81B"""
1431,0x2b9634,268,Shift_JIS,バルア中部の湖畔にひっそり\nとたたずむ美しい古城。この\n城の地下室から奇妙な薬品や\n伯爵がこよなく愛したという\n拷問器具などが発見されたた\nめ、当時起きた村人の失そう\n事件やこの地に古くから伝わ\nる吸血鬼伝説と、伯爵の怪し\nい性癖との関連性がにわかに\n注目されるようになった。,"""\x83o\x83\x8B\x83A\x92\x86\x95\x94\x82\xCC\x8C\xCE\x94\xC8\x82\xC9\x82\xD0\x82\xC1\x82\xBB\x82\xE8\n\x82\xC6\x82\xBD\x82\xBD\x82\xB8\x82\xDE\x94\xFC\x82\xB5\x82\xA2\x8C\xC3\x8F\xE9\x81B\x82\xB1\x82\xCC\n\x8F\xE9\x82\xCC\x92n\x89\xBA\x8E\xBA\x82\xA9\x82\xE7\x8A\xEF\x96\xAD\x82\xC8\x96\xF2\x95i\x82\xE2\n\x94\x8C\x8E\xDD\x82\xAA\x82\xB1\x82\xE6\x82\xC8\x82\xAD\x88\xA4\x82\xB5\x82\xBD\x82\xC6\x82\xA2\x82\xA4\n\x8D\x89\x96\xE2\x8A\xED\x8B\xEF\x82\xC8\x82\xC7\x82\xAA\x94\xAD\x8C\xA9\x82\xB3\x82\xEA\x82\xBD\x82\xBD\n\x82\xDF\x81A\x93\x96\x8E\x9E\x8BN\x82\xAB\x82\xBD\x91\xBA\x90l\x82\xCC\x8E\xB8\x82\xBB\x82\xA4\n\x8E\x96\x8C\x8F\x82\xE2\x82\xB1\x82\xCC\x92n\x82\xC9\x8C\xC3\x82\xAD\x82\xA9\x82\xE7\x93`\x82\xED\n\x82\xE9\x8Bz\x8C\x8C\x8BS\x93`\x90\xE0\x82\xC6\x81A\x94\x8C\x8E\xDD\x82\xCC\x89\xF6\x82\xB5\n\x82\xA2\x90\xAB\x95\xC8\x82\xC6\x82\xCC\x8A\xD6\x98A\x90\xAB\x82\xAA\x82\xC9\x82\xED\x82\xA9\x82\xC9\n\x92\x8D\x96\xDA\x82\xB3\x82\xEA\x82\xE9\x82\xE6\x82\xA4\x82\xC9\x82\xC8\x82\xC1\x82\xBD\x81B"""
1432,0x2b9740,76,Shift_JIS,船乗り島から北に向かえば、小さな島が\n見えてくるはずだ。その上に建ってるぜ。,"""\x91D\x8F\xE6\x82\xE8\x93\x87\x82\xA9\x82\xE7\x96k\x82\xC9\x8C\xFC\x82\xA9\x82\xA6\x82\xCE\x81A\x8F\xAC\x82\xB3\x82\xC8\x93\x87\x82\xAA\n\x8C\xA9\x82\xA6\x82\xC4\x82\xAD\x82\xE9\x82\xCD\x82\xB8\x82\xBE\x81B\x82\xBB\x82\xCC\x8F\xE3\x82\xC9\x8C\x9A\x82\xC1\x82\xC4\x82\xE9\x82\xBA\x81B"""
1433,0x2b978c,88,Shift_JIS,船乗り島の北方、オーシャンのど真ん中に\n小さな島があるらしい。行けばすぐ見つかるだろう。,"""\x91D\x8F\xE6\x82\xE8\x93\x87\x82\xCC\x96k\x95\xFB\x81A\x83I\x81[\x83V\x83\x83\x83\x93\x82\xCC\x82\xC7\x90^\x82\xF1\x92\x86\x82\xC9\n\x8F\xAC\x82\xB3\x82\xC8\x93\x87\x82\xAA\x82\xA0\x82\xE9\x82\xE7\x82\xB5\x82\xA2\x81B\x8Ds\x82\xAF\x82\xCE\x82\xB7\x82\xAE\x8C\xA9\x82\xC2\x82\xA9\x82\xE9\x82\xBE\x82\xEB\x82\xA4\x81B"""
1434,0x2b97e4,188,Shift_JIS,〜北へまっすぐ〜\n「バルア・帝都」\n（暗天視界不良に注意！）\n〜ここから東へ〜\n「砂の街・ナスラ〜ド」\n（空峡の気流に注意せよ！）\n〜西へひとこぎ〜\n「港街・船乗り島」\n（飲みすぎに注意せよ！）\n,"""\x81`\x96k\x82\xD6\x82\xDC\x82\xC1\x82\xB7\x82\xAE\x81`\n\x81u\x83o\x83\x8B\x83A\x81E\x92\xE9\x93s\x81v\n\x81i\x88\xC3\x93V\x8E\x8B\x8AE\x95s\x97\xC7\x82\xC9\x92\x8D\x88\xD3\x81I\x81j\n\x81`\x82\xB1\x82\xB1\x82\xA9\x82\xE7\x93\x8C\x82\xD6\x81`\n\x81u\x8D\xBB\x82\xCC\x8AX\x81E\x83i\x83X\x83\x89\x81`\x83h\x81v\n\x81i\x8B\xF3\x8B\xAC\x82\xCC\x8BC\x97\xAC\x82\xC9\x92\x8D\x88\xD3\x82\xB9\x82\xE6\x81I\x81j\n\x81`\x90\xBC\x82\xD6\x82\xD0\x82\xC6\x82\xB1\x82\xAC\x81`\n\x81u\x8D`\x8AX\x81E\x91D\x8F\xE6\x82\xE8\x93\x87\x81v\n\x81i\x88\xF9\x82\xDD\x82\xB7\x82\xAC\x82\xC9\x92\x8D\x88\xD3\x82\xB9\x82\xE6\x81I\x81j\n"""
1435,0x2b98a0,84,Shift_JIS,モンテスマの北方の、岩礁と気流の壁に囲まれた\n空域をしらみつぶしに探してみるんだな。,"""\x83\x82\x83\x93\x83e\x83X\x83}\x82\xCC\x96k\x95\xFB\x82\xCC\x81A\x8A\xE2\x8F\xCA\x82\xC6\x8BC\x97\xAC\x82\xCC\x95\xC7\x82\xC9\x88\xCD\x82\xDC\x82\xEA\x82\xBD\n\x8B\xF3\x88\xE6\x82\xF0\x82\xB5\x82\xE7\x82\xDD\x82\xC2\x82\xD4\x82\xB5\x82\xC9\x92T\x82\xB5\x82\xC4\x82\xDD\x82\xE9\x82\xF1\x82\xBE\x82\xC8\x81B"""
1436,0x2b98f4,64,Shift_JIS,大いなる岩礁と、気流の壁に囲まれた空域。\nそれ以上のことは謎だ。,"""\x91\xE5\x82\xA2\x82\xC8\x82\xE9\x8A\xE2\x8F\xCA\x82\xC6\x81A\x8BC\x97\xAC\x82\xCC\x95\xC7\x82\xC9\x88\xCD\x82\xDC\x82\xEA\x82\xBD\x8B\xF3\x88\xE6\x81B\n\x82\xBB\x82\xEA\x88\xC8\x8F\xE3\x82\xCC\x82\xB1\x82\xC6\x82\xCD\x93\xE4\x82\xBE\x81B"""
1437,0x2b9934,264,Shift_JIS,航行中に目撃することが一人\n前の空賊の証ともいわれる、\n不思議な生命体エルモ。\n岩礁を利用した巣穴にはその\n幼生が集団で棲息しており、\nここが世界各地に現れるエル\nモの原生地だと考えられる。\n生まれた直後の体色は乳白色\nだが、成長するにつれてさま\nざまな色に変化していく。,"""\x8Dq\x8Ds\x92\x86\x82\xC9\x96\xDA\x8C\x82\x82\xB7\x82\xE9\x82\xB1\x82\xC6\x82\xAA\x88\xEA\x90l\n\x91O\x82\xCC\x8B\xF3\x91\xAF\x82\xCC\x8F\xD8\x82\xC6\x82\xE0\x82\xA2\x82\xED\x82\xEA\x82\xE9\x81A\n\x95s\x8Ev\x8Bc\x82\xC8\x90\xB6\x96\xBD\x91\xCC\x83G\x83\x8B\x83\x82\x81B\n\x8A\xE2\x8F\xCA\x82\xF0\x97\x98\x97p\x82\xB5\x82\xBD\x91\x83\x8C\x8A\x82\xC9\x82\xCD\x82\xBB\x82\xCC\n\x97c\x90\xB6\x82\xAA\x8FW\x92c\x82\xC5\x90\xB1\x91\xA7\x82\xB5\x82\xC4\x82\xA8\x82\xE8\x81A\n\x82\xB1\x82\xB1\x82\xAA\x90\xA2\x8AE\x8Ae\x92n\x82\xC9\x8C\xBB\x82\xEA\x82\xE9\x83G\x83\x8B\n\x83\x82\x82\xCC\x8C\xB4\x90\xB6\x92n\x82\xBE\x82\xC6\x8Dl\x82\xA6\x82\xE7\x82\xEA\x82\xE9\x81B\n\x90\xB6\x82\xDC\x82\xEA\x82\xBD\x92\xBC\x8C\xE3\x82\xCC\x91\xCC\x90F\x82\xCD\x93\xFB\x94\x92\x90F\n\x82\xBE\x82\xAA\x81A\x90\xAC\x92\xB7\x82\xB7\x82\xE9\x82\xC9\x82\xC2\x82\xEA\x82\xC4\x82\xB3\x82\xDC\n\x82\xB4\x82\xDC\x82\xC8\x90F\x82\xC9\x95\xCF\x89\xBB\x82\xB5\x82\xC4\x82\xA2\x82\xAD\x81B"""
1438,0x2b9a3c,70,Shift_JIS,銀の月Ж石は、銀の月のふもとだ。\n神殿島から東、岩礁を越えたところだ。,"""\x8B\xE2\x82\xCC\x8C\x8E\x84G\x90\xCE\x82\xCD\x81A\x8B\xE2\x82\xCC\x8C\x8E\x82\xCC\x82\xD3\x82\xE0\x82\xC6\x82\xBE\x81B\n\x90_\x93a\x93\x87\x82\xA9\x82\xE7\x93\x8C\x81A\x8A\xE2\x8F\xCA\x82\xF0\x89z\x82\xA6\x82\xBD\x82\xC6\x82\xB1\x82\xEB\x82\xBE\x81B"""
1439,0x2b9a84,92,Shift_JIS,お宝がゴロゴロしててまだ見つかってないってことは\n気流の壁や岩礁にはばまれた空域じゃねえか？,"""\x82\xA8\x95\xF3\x82\xAA\x83S\x83\x8D\x83S\x83\x8D\x82\xB5\x82\xC4\x82\xC4\x82\xDC\x82\xBE\x8C\xA9\x82\xC2\x82\xA9\x82\xC1\x82\xC4\x82\xC8\x82\xA2\x82\xC1\x82\xC4\x82\xB1\x82\xC6\x82\xCD\n\x8BC\x97\xAC\x82\xCC\x95\xC7\x82\xE2\x8A\xE2\x8F\xCA\x82\xC9\x82\xCD\x82\xCE\x82\xDC\x82\xEA\x82\xBD\x8B\xF3\x88\xE6\x82\xB6\x82\xE1\x82\xCB\x82\xA6\x82\xA9\x81H"""
1440,0x2b9ae0,262,Shift_JIS,銀の月Ж石の降る空域には、\n空賊島、神殿島などといった\n小さな島しか存在しないため\nかつてこれほど大きな鉱脈が\n発見されたことはなかった。\n白く光り輝く銀の月Ж石は、\n一説には無から有を生み出す\n力を秘めているともいわれて\nいるが、その真の力はまだよ\nくわかっていない。,"""\x8B\xE2\x82\xCC\x8C\x8E\x84G\x90\xCE\x82\xCC\x8D~\x82\xE9\x8B\xF3\x88\xE6\x82\xC9\x82\xCD\x81A\n\x8B\xF3\x91\xAF\x93\x87\x81A\x90_\x93a\x93\x87\x82\xC8\x82\xC7\x82\xC6\x82\xA2\x82\xC1\x82\xBD\n\x8F\xAC\x82\xB3\x82\xC8\x93\x87\x82\xB5\x82\xA9\x91\xB6\x8D\xDD\x82\xB5\x82\xC8\x82\xA2\x82\xBD\x82\xDF\n\x82\xA9\x82\xC2\x82\xC4\x82\xB1\x82\xEA\x82\xD9\x82\xC7\x91\xE5\x82\xAB\x82\xC8\x8Dz\x96\xAC\x82\xAA\n\x94\xAD\x8C\xA9\x82\xB3\x82\xEA\x82\xBD\x82\xB1\x82\xC6\x82\xCD\x82\xC8\x82\xA9\x82\xC1\x82\xBD\x81B\n\x94\x92\x82\xAD\x8C\xF5\x82\xE8\x8BP\x82\xAD\x8B\xE2\x82\xCC\x8C\x8E\x84G\x90\xCE\x82\xCD\x81A\n\x88\xEA\x90\xE0\x82\xC9\x82\xCD\x96\xB3\x82\xA9\x82\xE7\x97L\x82\xF0\x90\xB6\x82\xDD\x8Fo\x82\xB7\n\x97\xCD\x82\xF0\x94\xE9\x82\xDF\x82\xC4\x82\xA2\x82\xE9\x82\xC6\x82\xE0\x82\xA2\x82\xED\x82\xEA\x82\xC4\n\x82\xA2\x82\xE9\x82\xAA\x81A\x82\xBB\x82\xCC\x90^\x82\xCC\x97\xCD\x82\xCD\x82\xDC\x82\xBE\x82\xE6\n\x82\xAD\x82\xED\x82\xA9\x82\xC1\x82\xC4\x82\xA2\x82\xC8\x82\xA2\x81B"""
1441,0x2b9be8,88,Shift_JIS,サルガッソーの南のあたりの空域らしい。\nいやあ、あんなところにゃめったに行かねえよなあ。,"""\x83T\x83\x8B\x83K\x83b\x83\\\x81[\x82\xCC\x93\xEC\x82\xCC\x82\xA0\x82\xBD\x82\xE8\x82\xCC\x8B\xF3\x88\xE6\x82\xE7\x82\xB5\x82\xA2\x81B\n\x82\xA2\x82\xE2\x82\xA0\x81A\x82\xA0\x82\xF1\x82\xC8\x82\xC6\x82\xB1\x82\xEB\x82\xC9\x82\xE1\x82\xDF\x82\xC1\x82\xBD\x82\xC9\x8Ds\x82\xA9\x82\xCB\x82\xA6\x82\xE6\x82\xC8\x82\xA0\x81B"""
1442,0x2b9c40,82,Shift_JIS,なんでも、えらく怖いものを見たらしいぜ。\n場所はサルガッソーの周辺の空域だそうだ。,"""\x82\xC8\x82\xF1\x82\xC5\x82\xE0\x81A\x82\xA6\x82\xE7\x82\xAD\x95|\x82\xA2\x82\xE0\x82\xCC\x82\xF0\x8C\xA9\x82\xBD\x82\xE7\x82\xB5\x82\xA2\x82\xBA\x81B\n\x8F\xEA\x8F\x8A\x82\xCD\x83T\x83\x8B\x83K\x83b\x83\\\x81[\x82\xCC\x8E\xFC\x95\xD3\x82\xCC\x8B\xF3\x88\xE6\x82\xBE\x82\xBB\x82\xA4\x82\xBE\x81B"""
1443,0x2b9c94,270,Shift_JIS,オラ、はじめはただの岩だと\n思ったんだけどよ！　船を停\nめようとイカリを投げたら、\n岩の裂け目から、大きな目玉\nがギョロリとにらんでてよ！\n真っ赤な足が船に絡んできた\nんだよ……もう少しで、船が\nバラバラってとこで、命から\nがら逃げてきたわけなんだ。\n　〜ある船乗りの告白より〜,"""\x83I\x83\x89\x81A\x82\xCD\x82\xB6\x82\xDF\x82\xCD\x82\xBD\x82\xBE\x82\xCC\x8A\xE2\x82\xBE\x82\xC6\n\x8Ev\x82\xC1\x82\xBD\x82\xF1\x82\xBE\x82\xAF\x82\xC7\x82\xE6\x81I\x81@\x91D\x82\xF0\x92\xE2\n\x82\xDF\x82\xE6\x82\xA4\x82\xC6\x83C\x83J\x83\x8A\x82\xF0\x93\x8A\x82\xB0\x82\xBD\x82\xE7\x81A\n\x8A\xE2\x82\xCC\x97\xF4\x82\xAF\x96\xDA\x82\xA9\x82\xE7\x81A\x91\xE5\x82\xAB\x82\xC8\x96\xDA\x8B\xCA\n\x82\xAA\x83M\x83\x87\x83\x8D\x83\x8A\x82\xC6\x82\xC9\x82\xE7\x82\xF1\x82\xC5\x82\xC4\x82\xE6\x81I\n\x90^\x82\xC1\x90\xD4\x82\xC8\x91\xAB\x82\xAA\x91D\x82\xC9\x97\x8D\x82\xF1\x82\xC5\x82\xAB\x82\xBD\n\x82\xF1\x82\xBE\x82\xE6\x81c\x81c\x82\xE0\x82\xA4\x8F\xAD\x82\xB5\x82\xC5\x81A\x91D\x82\xAA\n\x83o\x83\x89\x83o\x83\x89\x82\xC1\x82\xC4\x82\xC6\x82\xB1\x82\xC5\x81A\x96\xBD\x82\xA9\x82\xE7\n\x82\xAA\x82\xE7\x93\xA6\x82\xB0\x82\xC4\x82\xAB\x82\xBD\x82\xED\x82\xAF\x82\xC8\x82\xF1\x82\xBE\x81B\n\x81@\x81`\x82\xA0\x82\xE9\x91D\x8F\xE6\x82\xE8\x82\xCC\x8D\x90\x94\x92\x82\xE6\x82\xE8\x81`"""
1444,0x2b9da4,84,Shift_JIS,バルア北方空域に、ポツンと建ってるそうだ。\n詩を詠む船乗りってのも、イキでいいやな。,"""\x83o\x83\x8B\x83A\x96k\x95\xFB\x8B\xF3\x88\xE6\x82\xC9\x81A\x83|\x83c\x83\x93\x82\xC6\x8C\x9A\x82\xC1\x82\xC4\x82\xE9\x82\xBB\x82\xA4\x82\xBE\x81B\n\x8E\x8D\x82\xF0\x89r\x82\xDE\x91D\x8F\xE6\x82\xE8\x82\xC1\x82\xC4\x82\xCC\x82\xE0\x81A\x83C\x83L\x82\xC5\x82\xA2\x82\xA2\x82\xE2\x82\xC8\x81B"""
1445,0x2b9df8,94,Shift_JIS,この詩人とやらは、バルア北方空域を旅していた\nそうだ。まあ、しらみつぶしに飛んでみることだな。,"""\x82\xB1\x82\xCC\x8E\x8D\x90l\x82\xC6\x82\xE2\x82\xE7\x82\xCD\x81A\x83o\x83\x8B\x83A\x96k\x95\xFB\x8B\xF3\x88\xE6\x82\xF0\x97\xB7\x82\xB5\x82\xC4\x82\xA2\x82\xBD\n\x82\xBB\x82\xA4\x82\xBE\x81B\x82\xDC\x82\xA0\x81A\x82\xB5\x82\xE7\x82\xDD\x82\xC2\x82\xD4\x82\xB5\x82\xC9\x94\xF2\x82\xF1\x82\xC5\x82\xDD\x82\xE9\x82\xB1\x82\xC6\x82\xBE\x82\xC8\x81B"""
