Entry ID,[Str Pos],[Str Size],[Str Enc],Str Value,[Str Data]
533,0x337474,98,Shift_JIS,仲間ひとりの「失神」を除くすべての不利な状態を、\n確実に治療するЖ術。長旅の必需品だ。　消費Ｇ＝２,"""\x92\x87\x8A\xD4\x82\xD0\x82\xC6\x82\xE8\x82\xCC\x81u\x8E\xB8\x90_\x81v\x82\xF0\x8F\x9C\x82\xAD\x82\xB7\x82\xD7\x82\xC4\x82\xCC\x95s\x97\x98\x82\xC8\x8F\xF3\x91\xD4\x82\xF0\x81A\n\x8Am\x8E\xC0\x82\xC9\x8E\xA1\x97\xC3\x82\xB7\x82\xE9\x84G\x8Fp\x81B\x92\xB7\x97\xB7\x82\xCC\x95K\x8E\xF9\x95i\x82\xBE\x81B\x81@\x8F\xC1\x94\xEF\x82f\x81\x81\x82Q"""
534,0x3374d8,94,Shift_JIS,仲間ひとりを「失神」の状態から、50％の確率で\n復活させるЖ術。ＨＰも最大値の50％だ。消費Ｇ＝４,"""\x92\x87\x8A\xD4\x82\xD0\x82\xC6\x82\xE8\x82\xF0\x81u\x8E\xB8\x90_\x81v\x82\xCC\x8F\xF3\x91\xD4\x82\xA9\x82\xE7\x81A50\x81\x93\x82\xCC\x8Am\x97\xA6\x82\xC5\n\x95\x9C\x8A\x88\x82\xB3\x82\xB9\x82\xE9\x84G\x8Fp\x81B\x82g\x82o\x82\xE0\x8D\xC5\x91\xE5\x92l\x82\xCC50\x81\x93\x82\xBE\x81B\x8F\xC1\x94\xEF\x82f\x81\x81\x82S"""
535,0x337538,98,Shift_JIS,仲間ひとりを「失神」の状態から、確実に復活させる\nЖ術。ＨＰも最大値まで回復する。　　　消費Ｇ＝８,"""\x92\x87\x8A\xD4\x82\xD0\x82\xC6\x82\xE8\x82\xF0\x81u\x8E\xB8\x90_\x81v\x82\xCC\x8F\xF3\x91\xD4\x82\xA9\x82\xE7\x81A\x8Am\x8E\xC0\x82\xC9\x95\x9C\x8A\x88\x82\xB3\x82\xB9\x82\xE9\n\x84G\x8Fp\x81B\x82g\x82o\x82\xE0\x8D\xC5\x91\xE5\x92l\x82\xDC\x82\xC5\x89\xF1\x95\x9C\x82\xB7\x82\xE9\x81B\x81@\x81@\x81@\x8F\xC1\x94\xEF\x82f\x81\x81\x82W"""
536,0x33759c,96,Shift_JIS,一定の確率で敵単体を即死させるЖ術。亜空間から\n出現した無数の刃が、敵の体を貫く。　　消費Ｇ＝５,"""\x88\xEA\x92\xE8\x82\xCC\x8Am\x97\xA6\x82\xC5\x93G\x92P\x91\xCC\x82\xF0\x91\xA6\x8E\x80\x82\xB3\x82\xB9\x82\xE9\x84G\x8Fp\x81B\x88\x9F\x8B\xF3\x8A\xD4\x82\xA9\x82\xE7\n\x8Fo\x8C\xBB\x82\xB5\x82\xBD\x96\xB3\x90\x94\x82\xCC\x90n\x82\xAA\x81A\x93G\x82\xCC\x91\xCC\x82\xF0\x8A\xD1\x82\xAD\x81B\x81@\x81@\x8F\xC1\x94\xEF\x82f\x81\x81\x82T"""
537,0x3375fc,96,Shift_JIS,一定の確率で敵全体を即死させるЖ術。亜空間から\n出現した刃が、豪雨のごとく降り注ぐ。　消費Ｇ＝10,"""\x88\xEA\x92\xE8\x82\xCC\x8Am\x97\xA6\x82\xC5\x93G\x91S\x91\xCC\x82\xF0\x91\xA6\x8E\x80\x82\xB3\x82\xB9\x82\xE9\x84G\x8Fp\x81B\x88\x9F\x8B\xF3\x8A\xD4\x82\xA9\x82\xE7\n\x8Fo\x8C\xBB\x82\xB5\x82\xBD\x90n\x82\xAA\x81A\x8D\x8B\x89J\x82\xCC\x82\xB2\x82\xC6\x82\xAD\x8D~\x82\xE8\x92\x8D\x82\xAE\x81B\x81@\x8F\xC1\x94\xEF\x82f\x81\x8110"""
538,0x33765c,96,Shift_JIS,敵単体を確実に即死させるЖ術。完全な即死耐性を\n持つ敵に対しては、大ダメージを与える。消費Ｇ＝15,"""\x93G\x92P\x91\xCC\x82\xF0\x8Am\x8E\xC0\x82\xC9\x91\xA6\x8E\x80\x82\xB3\x82\xB9\x82\xE9\x84G\x8Fp\x81B\x8A\xAE\x91S\x82\xC8\x91\xA6\x8E\x80\x91\xCF\x90\xAB\x82\xF0\n\x8E\x9D\x82\xC2\x93G\x82\xC9\x91\xCE\x82\xB5\x82\xC4\x82\xCD\x81A\x91\xE5\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\x8F\xC1\x94\xEF\x82f\x81\x8115"""
539,0x3376bc,98,Shift_JIS,敵単体をカマイタチで包み込み、ダメージを与える。\n近くにいる敵を巻き込むこともある。　　消費Ｇ＝２,"""\x93G\x92P\x91\xCC\x82\xF0\x83J\x83}\x83C\x83^\x83`\x82\xC5\x95\xEF\x82\xDD\x8D\x9E\x82\xDD\x81A\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\n\x8B\xDF\x82\xAD\x82\xC9\x82\xA2\x82\xE9\x93G\x82\xF0\x8A\xAA\x82\xAB\x8D\x9E\x82\xDE\x82\xB1\x82\xC6\x82\xE0\x82\xA0\x82\xE9\x81B\x81@\x81@\x8F\xC1\x94\xEF\x82f\x81\x81\x82Q"""
540,0x337720,88,Shift_JIS,敵単体を中心に巨大な竜巻を発生させて、\n広い範囲の敵に大ダメージを与える。　　消費Ｇ＝４,"""\x93G\x92P\x91\xCC\x82\xF0\x92\x86\x90S\x82\xC9\x8B\x90\x91\xE5\x82\xC8\x97\xB3\x8A\xAA\x82\xF0\x94\xAD\x90\xB6\x82\xB3\x82\xB9\x82\xC4\x81A\n\x8DL\x82\xA2\x94\xCD\x88\xCD\x82\xCC\x93G\x82\xC9\x91\xE5\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\x81@\x81@\x8F\xC1\x94\xEF\x82f\x81\x81\x82S"""
541,0x337778,98,Shift_JIS,絡み合う竜巻の群れが、敵単体を中心とした広範囲に\n超特大のダメージ。ほとんど全体攻撃だ。消費Ｇ＝８,"""\x97\x8D\x82\xDD\x8D\x87\x82\xA4\x97\xB3\x8A\xAA\x82\xCC\x8CQ\x82\xEA\x82\xAA\x81A\x93G\x92P\x91\xCC\x82\xF0\x92\x86\x90S\x82\xC6\x82\xB5\x82\xBD\x8DL\x94\xCD\x88\xCD\x82\xC9\n\x92\xB4\x93\xC1\x91\xE5\x82\xCC\x83_\x83\x81\x81[\x83W\x81B\x82\xD9\x82\xC6\x82\xF1\x82\xC7\x91S\x91\xCC\x8DU\x8C\x82\x82\xBE\x81B\x8F\xC1\x94\xEF\x82f\x81\x81\x82W"""
542,0x3377dc,92,Shift_JIS,戦いの場の中心に爆発を起こし、火炎と爆風で\n敵全体にダメージを与える。　　　　　　消費Ｇ＝２,"""\x90\xED\x82\xA2\x82\xCC\x8F\xEA\x82\xCC\x92\x86\x90S\x82\xC9\x94\x9A\x94\xAD\x82\xF0\x8BN\x82\xB1\x82\xB5\x81A\x89\xCE\x89\x8A\x82\xC6\x94\x9A\x95\x97\x82\xC5\n\x93G\x91S\x91\xCC\x82\xC9\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\x81@\x81@\x81@\x81@\x81@\x81@\x8F\xC1\x94\xEF\x82f\x81\x81\x82Q"""
543,0x337838,96,Shift_JIS,縦横無尽に裂けた大地から、爆炎の帯が吹き出し、\n敵全体に大きなダメージを与える。　　　消費Ｇ＝４,"""\x8Fc\x89\xA1\x96\xB3\x90s\x82\xC9\x97\xF4\x82\xAF\x82\xBD\x91\xE5\x92n\x82\xA9\x82\xE7\x81A\x94\x9A\x89\x8A\x82\xCC\x91\xD1\x82\xAA\x90\x81\x82\xAB\x8Fo\x82\xB5\x81A\n\x93G\x91S\x91\xCC\x82\xC9\x91\xE5\x82\xAB\x82\xC8\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\x81@\x81@\x81@\x8F\xC1\x94\xEF\x82f\x81\x81\x82S"""
544,0x337898,94,Shift_JIS,Жく閃光とともに天空より降り注ぐ火炎の玉が、\n敵全体に特大のダメージを与える。　　　消費Ｇ＝６,"""\x84G\x82\xAD\x91M\x8C\xF5\x82\xC6\x82\xC6\x82\xE0\x82\xC9\x93V\x8B\xF3\x82\xE6\x82\xE8\x8D~\x82\xE8\x92\x8D\x82\xAE\x89\xCE\x89\x8A\x82\xCC\x8B\xCA\x82\xAA\x81A\n\x93G\x91S\x91\xCC\x82\xC9\x93\xC1\x91\xE5\x82\xCC\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\x81@\x81@\x81@\x8F\xC1\x94\xEF\x82f\x81\x81\x82U"""
545,0x3378f8,92,Shift_JIS,敵単体を凍気で包み込み、ダメージを与える。\nガッツの消費量が少ないのも魅力だ。　　消費Ｇ＝１,"""\x93G\x92P\x91\xCC\x82\xF0\x93\x80\x8BC\x82\xC5\x95\xEF\x82\xDD\x8D\x9E\x82\xDD\x81A\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\n\x83K\x83b\x83c\x82\xCC\x8F\xC1\x94\xEF\x97\xCA\x82\xAA\x8F\xAD\x82\xC8\x82\xA2\x82\xCC\x82\xE0\x96\xA3\x97\xCD\x82\xBE\x81B\x81@\x81@\x8F\xC1\x94\xEF\x82f\x81\x81\x82P"""
546,0x337954,92,Shift_JIS,敵単体の足元から、瞬間的に発生したツララが\n敵の体を貫き、大きなダメージを与える。消費Ｇ＝２,"""\x93G\x92P\x91\xCC\x82\xCC\x91\xAB\x8C\xB3\x82\xA9\x82\xE7\x81A\x8Fu\x8A\xD4\x93I\x82\xC9\x94\xAD\x90\xB6\x82\xB5\x82\xBD\x83c\x83\x89\x83\x89\x82\xAA\n\x93G\x82\xCC\x91\xCC\x82\xF0\x8A\xD1\x82\xAB\x81A\x91\xE5\x82\xAB\x82\xC8\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\x8F\xC1\x94\xEF\x82f\x81\x81\x82Q"""
547,0x3379b0,92,Shift_JIS,足元から伸び上がった巨大な氷柱が、敵単体を\n包み込んで、特大のダメージを与える。　消費Ｇ＝３,"""\x91\xAB\x8C\xB3\x82\xA9\x82\xE7\x90L\x82\xD1\x8F\xE3\x82\xAA\x82\xC1\x82\xBD\x8B\x90\x91\xE5\x82\xC8\x95X\x92\x8C\x82\xAA\x81A\x93G\x92P\x91\xCC\x82\xF0\n\x95\xEF\x82\xDD\x8D\x9E\x82\xF1\x82\xC5\x81A\x93\xC1\x91\xE5\x82\xCC\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\x81@\x8F\xC1\x94\xEF\x82f\x81\x81\x82R"""
548,0x337a0c,94,Shift_JIS,天空から降り注ぐ巨大な氷柱が、敵単体に次々と\n突き刺さり、超特大のダメージを与える。消費Ｇ＝４,"""\x93V\x8B\xF3\x82\xA9\x82\xE7\x8D~\x82\xE8\x92\x8D\x82\xAE\x8B\x90\x91\xE5\x82\xC8\x95X\x92\x8C\x82\xAA\x81A\x93G\x92P\x91\xCC\x82\xC9\x8E\x9F\x81X\x82\xC6\n\x93\xCB\x82\xAB\x8Eh\x82\xB3\x82\xE8\x81A\x92\xB4\x93\xC1\x91\xE5\x82\xCC\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\x8F\xC1\x94\xEF\x82f\x81\x81\x82S"""
549,0x337a6c,92,Shift_JIS,原子レベルで重なる誘爆が巨大な火球と化し、\n敵全体に超特大のダメージを与える。　　消費Ｇ＝10,"""\x8C\xB4\x8Eq\x83\x8C\x83x\x83\x8B\x82\xC5\x8Fd\x82\xC8\x82\xE9\x97U\x94\x9A\x82\xAA\x8B\x90\x91\xE5\x82\xC8\x89\xCE\x8B\x85\x82\xC6\x89\xBB\x82\xB5\x81A\n\x93G\x91S\x91\xCC\x82\xC9\x92\xB4\x93\xC1\x91\xE5\x82\xCC\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\x81@\x81@\x8F\xC1\x94\xEF\x82f\x81\x8110"""
550,0x337ac8,94,Shift_JIS,敵単体に超高気圧のかたまりをぶつけて、特大の\nダメージを与える。広い範囲を巻き込む。消費Ｇ＝６,"""\x93G\x92P\x91\xCC\x82\xC9\x92\xB4\x8D\x82\x8BC\x88\xB3\x82\xCC\x82\xA9\x82\xBD\x82\xDC\x82\xE8\x82\xF0\x82\xD4\x82\xC2\x82\xAF\x82\xC4\x81A\x93\xC1\x91\xE5\x82\xCC\n\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\x8DL\x82\xA2\x94\xCD\x88\xCD\x82\xF0\x8A\xAA\x82\xAB\x8D\x9E\x82\xDE\x81B\x8F\xC1\x94\xEF\x82f\x81\x81\x82U"""
551,0x337b28,94,Shift_JIS,自分の目前で発生した放電が、敵単体に向かい、\nその直線上にいるすべての敵にダメージ。消費Ｇ＝２,"""\x8E\xA9\x95\xAA\x82\xCC\x96\xDA\x91O\x82\xC5\x94\xAD\x90\xB6\x82\xB5\x82\xBD\x95\xFA\x93d\x82\xAA\x81A\x93G\x92P\x91\xCC\x82\xC9\x8C\xFC\x82\xA9\x82\xA2\x81A\n\x82\xBB\x82\xCC\x92\xBC\x90\xFC\x8F\xE3\x82\xC9\x82\xA2\x82\xE9\x82\xB7\x82\xD7\x82\xC4\x82\xCC\x93G\x82\xC9\x83_\x83\x81\x81[\x83W\x81B\x8F\xC1\x94\xEF\x82f\x81\x81\x82Q"""
552,0x337b88,98,Shift_JIS,地を切り裂く電撃が、敵単体に大ダメージを与える。\n運悪く流れ電撃に当たっても大ダメージ。消費Ｇ＝４,"""\x92n\x82\xF0\x90\xD8\x82\xE8\x97\xF4\x82\xAD\x93d\x8C\x82\x82\xAA\x81A\x93G\x92P\x91\xCC\x82\xC9\x91\xE5\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\n\x89^\x88\xAB\x82\xAD\x97\xAC\x82\xEA\x93d\x8C\x82\x82\xC9\x93\x96\x82\xBD\x82\xC1\x82\xC4\x82\xE0\x91\xE5\x83_\x83\x81\x81[\x83W\x81B\x8F\xC1\x94\xEF\x82f\x81\x81\x82S"""
553,0x337bec,96,Shift_JIS,敵単体に向かって放たれた電撃が広範囲に広がり、\n多くの敵に特大ダメージを与える。　　　消費Ｇ＝６,"""\x93G\x92P\x91\xCC\x82\xC9\x8C\xFC\x82\xA9\x82\xC1\x82\xC4\x95\xFA\x82\xBD\x82\xEA\x82\xBD\x93d\x8C\x82\x82\xAA\x8DL\x94\xCD\x88\xCD\x82\xC9\x8DL\x82\xAA\x82\xE8\x81A\n\x91\xBD\x82\xAD\x82\xCC\x93G\x82\xC9\x93\xC1\x91\xE5\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\x81@\x81@\x81@\x8F\xC1\x94\xEF\x82f\x81\x81\x82U"""
554,0x337c4c,98,Shift_JIS,最強の攻撃Ж術。蓄積された電圧を一気に解き放ち、\n全体に近い範囲の敵に超特大ダメージ!!　消費Ｇ＝８,"""\x8D\xC5\x8B\xAD\x82\xCC\x8DU\x8C\x82\x84G\x8Fp\x81B\x92~\x90\xCF\x82\xB3\x82\xEA\x82\xBD\x93d\x88\xB3\x82\xF0\x88\xEA\x8BC\x82\xC9\x89\xF0\x82\xAB\x95\xFA\x82\xBF\x81A\n\x91S\x91\xCC\x82\xC9\x8B\xDF\x82\xA2\x94\xCD\x88\xCD\x82\xCC\x93G\x82\xC9\x92\xB4\x93\xC1\x91\xE5\x83_\x83\x81\x81[\x83W!!\x81@\x8F\xC1\x94\xEF\x82f\x81\x81\x82W"""
555,0x337cb0,98,Shift_JIS,ダンスのように軽快なリズムでカトラスを振り回し、\n敵単体に大ダメージを与える乱舞技だ。　消費Ｇ＝７,"""\x83_\x83\x93\x83X\x82\xCC\x82\xE6\x82\xA4\x82\xC9\x8Cy\x89\xF5\x82\xC8\x83\x8A\x83Y\x83\x80\x82\xC5\x83J\x83g\x83\x89\x83X\x82\xF0\x90U\x82\xE8\x89\xF1\x82\xB5\x81A\n\x93G\x92P\x91\xCC\x82\xC9\x91\xE5\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x97\x90\x95\x91\x8BZ\x82\xBE\x81B\x81@\x8F\xC1\x94\xEF\x82f\x81\x81\x82V"""
556,0x337d14,98,Shift_JIS,空高く跳んだヴァイスが、無数のカマイタチを放ち、\n敵全体にダメージを与える。　　　　　　消費Ｇ＝14,"""\x8B\xF3\x8D\x82\x82\xAD\x92\xB5\x82\xF1\x82\xBE\x83\x94\x83@\x83C\x83X\x82\xAA\x81A\x96\xB3\x90\x94\x82\xCC\x83J\x83}\x83C\x83^\x83`\x82\xF0\x95\xFA\x82\xBF\x81A\n\x93G\x91S\x91\xCC\x82\xC9\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\x81@\x81@\x81@\x81@\x81@\x81@\x8F\xC1\x94\xEF\x82f\x81\x8114"""
557,0x337d78,96,Shift_JIS,カトラスからの電撃で、敵単体を空間に縛り付け、\n天空からＸ状に斬り裂き超絶ダメージ!!　消費Ｇ＝21,"""\x83J\x83g\x83\x89\x83X\x82\xA9\x82\xE7\x82\xCC\x93d\x8C\x82\x82\xC5\x81A\x93G\x92P\x91\xCC\x82\xF0\x8B\xF3\x8A\xD4\x82\xC9\x94\x9B\x82\xE8\x95t\x82\xAF\x81A\n\x93V\x8B\xF3\x82\xA9\x82\xE7\x82w\x8F\xF3\x82\xC9\x8Ea\x82\xE8\x97\xF4\x82\xAB\x92\xB4\x90\xE2\x83_\x83\x81\x81[\x83W!!\x81@\x8F\xC1\x94\xEF\x82f\x81\x8121"""
558,0x337dd8,98,Shift_JIS,大地を切り取り敵の退路を断ち、灼熱のブーメランで\n敵全体に絶大なダメージを与える。　　　消費Ｇ＝12,"""\x91\xE5\x92n\x82\xF0\x90\xD8\x82\xE8\x8E\xE6\x82\xE8\x93G\x82\xCC\x91\xDE\x98H\x82\xF0\x92f\x82\xBF\x81A\x8E\xDC\x94M\x82\xCC\x83u\x81[\x83\x81\x83\x89\x83\x93\x82\xC5\n\x93G\x91S\x91\xCC\x82\xC9\x90\xE2\x91\xE5\x82\xC8\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\x81@\x81@\x81@\x8F\xC1\x94\xEF\x82f\x81\x8112"""
559,0x337e3c,92,Shift_JIS,高速回転するブーメランから炎がほとばしり、\n敵単体とその周辺にダメージを与える。　消費Ｇ＝４,"""\x8D\x82\x91\xAC\x89\xF1\x93]\x82\xB7\x82\xE9\x83u\x81[\x83\x81\x83\x89\x83\x93\x82\xA9\x82\xE7\x89\x8A\x82\xAA\x82\xD9\x82\xC6\x82\xCE\x82\xB5\x82\xE8\x81A\n\x93G\x92P\x91\xCC\x82\xC6\x82\xBB\x82\xCC\x8E\xFC\x95\xD3\x82\xC9\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\x81@\x8F\xC1\x94\xEF\x82f\x81\x81\x82S"""
560,0x337e98,96,Shift_JIS,炎のブーメランが大地を十字に斬り裂き、吹き出す\n爆炎が敵全体に大ダメージを与える。　　消費Ｇ＝８,"""\x89\x8A\x82\xCC\x83u\x81[\x83\x81\x83\x89\x83\x93\x82\xAA\x91\xE5\x92n\x82\xF0\x8F\\\x8E\x9A\x82\xC9\x8Ea\x82\xE8\x97\xF4\x82\xAB\x81A\x90\x81\x82\xAB\x8Fo\x82\xB7\n\x94\x9A\x89\x8A\x82\xAA\x93G\x91S\x91\xCC\x82\xC9\x91\xE5\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\x81@\x81@\x8F\xC1\x94\xEF\x82f\x81\x81\x82W"""
561,0x337ef8,98,Shift_JIS,銀の月の力を借りて、敵単体にダメージを与えた上、\n極めて高い確率で石化させてしまう。　　消費Ｇ＝３,"""\x8B\xE2\x82\xCC\x8C\x8E\x82\xCC\x97\xCD\x82\xF0\x8E\xD8\x82\xE8\x82\xC4\x81A\x93G\x92P\x91\xCC\x82\xC9\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xBD\x8F\xE3\x81A\n\x8B\xC9\x82\xDF\x82\xC4\x8D\x82\x82\xA2\x8Am\x97\xA6\x82\xC5\x90\xCE\x89\xBB\x82\xB3\x82\xB9\x82\xC4\x82\xB5\x82\xDC\x82\xA4\x81B\x81@\x81@\x8F\xC1\x94\xEF\x82f\x81\x81\x82R"""
562,0x337f5c,98,Shift_JIS,巨大化したキュピルが、銀のブレスで敵全体の有利な\n状態を無効化し、かつダメージを与える。消費Ｇ＝６,"""\x8B\x90\x91\xE5\x89\xBB\x82\xB5\x82\xBD\x83L\x83\x85\x83s\x83\x8B\x82\xAA\x81A\x8B\xE2\x82\xCC\x83u\x83\x8C\x83X\x82\xC5\x93G\x91S\x91\xCC\x82\xCC\x97L\x97\x98\x82\xC8\n\x8F\xF3\x91\xD4\x82\xF0\x96\xB3\x8C\xF8\x89\xBB\x82\xB5\x81A\x82\xA9\x82\xC2\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\x8F\xC1\x94\xEF\x82f\x81\x81\x82U"""
563,0x337fc0,90,Shift_JIS,鬼のようにパワーをためた義手で、敵単体を\n力任せに殴り付けてダメージを与える。　消費Ｇ＝10,"""\x8BS\x82\xCC\x82\xE6\x82\xA4\x82\xC9\x83p\x83\x8F\x81[\x82\xF0\x82\xBD\x82\xDF\x82\xBD\x8B`\x8E\xE8\x82\xC5\x81A\x93G\x92P\x91\xCC\x82\xF0\n\x97\xCD\x94C\x82\xB9\x82\xC9\x89\xA3\x82\xE8\x95t\x82\xAF\x82\xC4\x83_\x83\x81\x81[\x83W\x82\xF0\x97^\x82\xA6\x82\xE9\x81B\x81@\x8F\xC1\x94\xEF\x82f\x81\x8110"""
564,0x33801c,98,Shift_JIS,大地を隆起させ、落雷を呼び寄せ、巨大化した義手で\n敵単体を叩き潰す。即死の効果もある。　消費Ｇ＝25,"""\x91\xE5\x92n\x82\xF0\x97\xB2\x8BN\x82\xB3\x82\xB9\x81A\x97\x8E\x97\x8B\x82\xF0\x8C\xC4\x82\xD1\x8A\xF1\x82\xB9\x81A\x8B\x90\x91\xE5\x89\xBB\x82\xB5\x82\xBD\x8B`\x8E\xE8\x82\xC5\n\x93G\x92P\x91\xCC\x82\xF0\x92@\x82\xAB\x92\xD7\x82\xB7\x81B\x91\xA6\x8E\x80\x82\xCC\x8C\xF8\x89\xCA\x82\xE0\x82\xA0\x82\xE9\x81B\x81@\x8F\xC1\x94\xEF\x82f\x81\x8125"""
565,0x338080,98,Shift_JIS,敵単体を一瞬で４回斬り付ける技。あまりの速さに、\n残像で動きがスローモーションに見える。消費Ｇ＝８,"""\x93G\x92P\x91\xCC\x82\xF0\x88\xEA\x8Fu\x82\xC5\x82S\x89\xF1\x8Ea\x82\xE8\x95t\x82\xAF\x82\xE9\x8BZ\x81B\x82\xA0\x82\xDC\x82\xE8\x82\xCC\x91\xAC\x82\xB3\x82\xC9\x81A\n\x8Ec\x91\x9C\x82\xC5\x93\xAE\x82\xAB\x82\xAA\x83X\x83\x8D\x81[\x83\x82\x81[\x83V\x83\x87\x83\x93\x82\xC9\x8C\xA9\x82\xA6\x82\xE9\x81B\x8F\xC1\x94\xEF\x82f\x81\x81\x82W"""
566,0x3380e4,96,Shift_JIS,バルア帝国の紋章である龍の化身が上空に現われ、\n敵単体に突っ込んで叩き潰す。　　　　　消費Ｇ＝16,"""\x83o\x83\x8B\x83A\x92\xE9\x8D\x91\x82\xCC\x96\xE4\x8F\xCD\x82\xC5\x82\xA0\x82\xE9\x97\xB4\x82\xCC\x89\xBB\x90g\x82\xAA\x8F\xE3\x8B\xF3\x82\xC9\x8C\xBB\x82\xED\x82\xEA\x81A\n\x93G\x92P\x91\xCC\x82\xC9\x93\xCB\x82\xC1\x8D\x9E\x82\xF1\x82\xC5\x92@\x82\xAB\x92\xD7\x82\xB7\x81B\x81@\x81@\x81@\x81@\x81@\x8F\xC1\x94\xEF\x82f\x81\x8116"""
567,0x338144,96,Shift_JIS,敵単体に向かって、ハデに二丁拳銃を撃ち続ける。\nあまりの連射に周辺の敵も巻き込まれる。消費Ｇ＝９,"""\x93G\x92P\x91\xCC\x82\xC9\x8C\xFC\x82\xA9\x82\xC1\x82\xC4\x81A\x83n\x83f\x82\xC9\x93\xF1\x92\x9A\x8C\x9D\x8Fe\x82\xF0\x8C\x82\x82\xBF\x91\xB1\x82\xAF\x82\xE9\x81B\n\x82\xA0\x82\xDC\x82\xE8\x82\xCC\x98A\x8E\xCB\x82\xC9\x8E\xFC\x95\xD3\x82\xCC\x93G\x82\xE0\x8A\xAA\x82\xAB\x8D\x9E\x82\xDC\x82\xEA\x82\xE9\x81B\x8F\xC1\x94\xEF\x82f\x81\x81\x82X"""
568,0x3381a4,94,Shift_JIS,クラウディアの全砲門を開き、敵全体に向かって\n弾数を気にせずに一斉射撃をする。　　　消費Ｇ＝18,"""\x83N\x83\x89\x83E\x83f\x83B\x83A\x82\xCC\x91S\x96C\x96\xE5\x82\xF0\x8AJ\x82\xAB\x81A\x93G\x91S\x91\xCC\x82\xC9\x8C\xFC\x82\xA9\x82\xC1\x82\xC4\n\x92e\x90\x94\x82\xF0\x8BC\x82\xC9\x82\xB9\x82\xB8\x82\xC9\x88\xEA\x90\xC4\x8E\xCB\x8C\x82\x82\xF0\x82\xB7\x82\xE9\x81B\x81@\x81@\x81@\x8F\xC1\x94\xEF\x82f\x81\x8118"""
569,0x338204,94,Shift_JIS,１ターンの間、敵からの攻撃に全神経を集中し、\n防御をしつつも確実に反撃を返す。　　　消費Ｇ＝１,"""\x82P\x83^\x81[\x83\x93\x82\xCC\x8A\xD4\x81A\x93G\x82\xA9\x82\xE7\x82\xCC\x8DU\x8C\x82\x82\xC9\x91S\x90_\x8Co\x82\xF0\x8FW\x92\x86\x82\xB5\x81A\n\x96h\x8C\xE4\x82\xF0\x82\xB5\x82\xC2\x82\xC2\x82\xE0\x8Am\x8E\xC0\x82\xC9\x94\xBD\x8C\x82\x82\xF0\x95\xD4\x82\xB7\x81B\x81@\x81@\x81@\x8F\xC1\x94\xEF\x82f\x81\x81\x82P"""
570,0x338264,98,Shift_JIS,１ターンの間、スカル船長が敵の通常攻撃を無効化。\nかつ確実に反撃を返す。仲間全員に効果。消費Ｇ＝５,"""\x82P\x83^\x81[\x83\x93\x82\xCC\x8A\xD4\x81A\x83X\x83J\x83\x8B\x91D\x92\xB7\x82\xAA\x93G\x82\xCC\x92\xCA\x8F\xED\x8DU\x8C\x82\x82\xF0\x96\xB3\x8C\xF8\x89\xBB\x81B\n\x82\xA9\x82\xC2\x8Am\x8E\xC0\x82\xC9\x94\xBD\x8C\x82\x82\xF0\x95\xD4\x82\xB7\x81B\x92\x87\x8A\xD4\x91S\x88\xF5\x82\xC9\x8C\xF8\x89\xCA\x81B\x8F\xC1\x94\xEF\x82f\x81\x81\x82T"""
