Entry ID,Message ID,[DE entry name position],[DE entry name size],DE entry name,[ES entry name position],[ES entry name size],ES entry name,[FR entry name position],[FR entry name size],FR entry name,[GB entry name position],[GB entry name size],GB entry name,Unknown #1,Order by importance,Order by alphabet,Padding #1,Unknown #2,Unknown #3,Padding #2,Padding #3,[DE description position],[DE description size],DE description string,[ES description position],[ES description size],ES description string,[FR description position],[FR description size],FR description string,[GB description position],[GB description size],GB description string
381,2150398112,123360,11,DUMMYCLEAR,122711,11,DUMMYCLEAR,123345,11,DUMMYCLEAR,120920,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0,102625,9,DUMMY\n,101671,9,DUMMY\n,101963,9,DUMMY\n,100565,14,DUMMY\n------
382,2150398112,123371,11,DUMMYCLEAR,122722,11,DUMMYCLEAR,123356,11,DUMMYCLEAR,120931,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0,102634,9,DUMMY\n,101680,9,DUMMY\n,101972,9,DUMMY\n,100579,14,DUMMY\n------
383,2150398112,123382,11,DUMMYCLEAR,122733,11,DUMMYCLEAR,123367,11,DUMMYCLEAR,120942,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0,102643,9,DUMMY\n,101689,9,DUMMY\n,101981,9,DUMMY\n,100593,14,DUMMY\n------
384,2150398112,123393,11,DUMMYCLEAR,122744,11,DUMMYCLEAR,123378,11,DUMMYCLEAR,120953,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0,102652,9,DUMMY\n,101698,9,DUMMY\n,101990,9,DUMMY\n,100607,14,DUMMY\n------
385,2150398112,123404,11,DUMMYCLEAR,122755,11,DUMMYCLEAR,123389,11,DUMMYCLEAR,120964,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0,102661,9,DUMMY\n,101707,9,DUMMY\n,101999,9,DUMMY\n,100621,14,DUMMY\n------
386,2150398112,123415,11,DUMMYCLEAR,122766,11,DUMMYCLEAR,123400,11,DUMMYCLEAR,120975,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0,102670,9,DUMMY\n,101716,9,DUMMY\n,102008,9,DUMMY\n,100635,14,DUMMY\n------
387,2150398112,123426,11,DUMMYCLEAR,122777,11,DUMMYCLEAR,123411,11,DUMMYCLEAR,120986,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0,102679,9,DUMMY\n,101725,9,DUMMY\n,102017,9,DUMMY\n,100649,14,DUMMY\n------
388,2150398112,123437,11,DUMMYCLEAR,122788,11,DUMMYCLEAR,123422,11,DUMMYCLEAR,120997,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0,102688,9,DUMMY\n,101734,9,DUMMY\n,102026,9,DUMMY\n,100663,14,DUMMY\n------
389,2150398112,123448,11,DUMMYCLEAR,122799,11,DUMMYCLEAR,123433,11,DUMMYCLEAR,121008,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0,102697,9,DUMMY\n,101743,9,DUMMY\n,102035,9,DUMMY\n,100677,14,DUMMY\n------
390,2150398112,123459,11,DUMMYCLEAR,122810,11,DUMMYCLEAR,123444,11,DUMMYCLEAR,121019,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0,102706,9,DUMMY\n,101752,9,DUMMY\n,102044,9,DUMMY\n,100691,14,DUMMY\n------
391,2150398112,123470,11,DUMMYCLEAR,122821,11,DUMMYCLEAR,123455,11,DUMMYCLEAR,121030,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0,102715,9,DUMMY\n,101761,9,DUMMY\n,102053,9,DUMMY\n,100705,14,DUMMY\n------
392,2150398112,123481,11,DUMMYCLEAR,122832,11,DUMMYCLEAR,123466,11,DUMMYCLEAR,121041,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0,102724,9,DUMMY\n,101770,9,DUMMY\n,102062,9,DUMMY\n,100719,14,DUMMY\n------
393,2150398112,123492,11,DUMMYCLEAR,122843,11,DUMMYCLEAR,123477,11,DUMMYCLEAR,121052,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0,102733,9,DUMMY\n,101779,9,DUMMY\n,102071,9,DUMMY\n,100733,14,DUMMY\n------
394,2150398112,123503,11,DUMMYCLEAR,122854,11,DUMMYCLEAR,123488,11,DUMMYCLEAR,121063,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0,102742,9,DUMMY\n,101788,9,DUMMY\n,102080,9,DUMMY\n,100747,14,DUMMY\n------
395,2150398112,123514,11,DUMMYCLEAR,122865,11,DUMMYCLEAR,123499,11,DUMMYCLEAR,121074,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0,102751,9,DUMMY\n,101797,9,DUMMY\n,102089,9,DUMMY\n,100761,14,DUMMY\n------
396,2150398112,123525,11,DUMMYCLEAR,122876,11,DUMMYCLEAR,123510,11,DUMMYCLEAR,121085,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0,102760,9,DUMMY\n,101806,9,DUMMY\n,102098,9,DUMMY\n,100775,14,DUMMY\n------
397,2150398112,123536,11,DUMMYCLEAR,122887,11,DUMMYCLEAR,123521,11,DUMMYCLEAR,121096,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0,102769,9,DUMMY\n,101815,9,DUMMY\n,102107,9,DUMMY\n,100789,14,DUMMY\n------
398,2150398112,123547,11,DUMMYCLEAR,122898,11,DUMMYCLEAR,123532,11,DUMMYCLEAR,121107,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0,102778,9,DUMMY\n,101824,9,DUMMY\n,102116,9,DUMMY\n,100803,14,DUMMY\n------
399,2150398112,123558,11,DUMMYCLEAR,122909,11,DUMMYCLEAR,123543,11,DUMMYCLEAR,121118,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0,102787,9,DUMMY\n,101833,9,DUMMY\n,102125,9,DUMMY\n,100817,14,DUMMY\n------
