Entry ID,EU Message ID,[DE Entry Name Pos.],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos.],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos.],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos.],[GB Entry Name Size],GB Entry Name,Retail Price in %,Order by Prio.,EU Order by ABC,Pad. 1,Purchase Price,Pad. 2,Pad. 3,[DE Descr. Pos.],[DE Descr. Size],DE Descr. Str.,[ES Descr. Pos.],[ES Descr. Size],ES Descr. Str.,[FR Descr. Pos.],[FR Descr. Size],FR Descr. Str.,[GB Descr. Pos.],[GB Descr. Size],GB Descr. Str.
373,0x8c373af0,0x1aa84,11,DUMMYCLEAR,0x1af95,11,DUMMYCLEAR,0x1b407,11,DUMMYCLEAR,0x1aa54,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15ab1,14,DUMMY\\n------,0x15ce4,14,DUMMY\\n------,0x16025,14,DUMMY\\n------,0x15a81,14,DUMMY\\n------
374,0x8c373af0,0x1aa8f,11,DUMMYCLEAR,0x1afa0,11,DUMMYCLEAR,0x1b412,11,DUMMYCLEAR,0x1aa5f,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15abf,14,DUMMY\\n------,0x15cf2,14,DUMMY\\n------,0x16033,14,DUMMY\\n------,0x15a8f,14,DUMMY\\n------
375,0x8c373af0,0x1aa9a,11,DUMMYCLEAR,0x1afab,11,DUMMYCLEAR,0x1b41d,11,DUMMYCLEAR,0x1aa6a,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15acd,14,DUMMY\\n------,0x15d00,14,DUMMY\\n------,0x16041,14,DUMMY\\n------,0x15a9d,14,DUMMY\\n------
376,0x8c373af0,0x1aaa5,11,DUMMYCLEAR,0x1afb6,11,DUMMYCLEAR,0x1b428,11,DUMMYCLEAR,0x1aa75,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15adb,14,DUMMY\\n------,0x15d0e,14,DUMMY\\n------,0x1604f,14,DUMMY\\n------,0x15aab,14,DUMMY\\n------
377,0x8c373af0,0x1aab0,11,DUMMYCLEAR,0x1afc1,11,DUMMYCLEAR,0x1b433,11,DUMMYCLEAR,0x1aa80,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15ae9,14,DUMMY\\n------,0x15d1c,14,DUMMY\\n------,0x1605d,14,DUMMY\\n------,0x15ab9,14,DUMMY\\n------
378,0x8c373af0,0x1aabb,11,DUMMYCLEAR,0x1afcc,11,DUMMYCLEAR,0x1b43e,11,DUMMYCLEAR,0x1aa8b,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15af7,14,DUMMY\\n------,0x15d2a,14,DUMMY\\n------,0x1606b,14,DUMMY\\n------,0x15ac7,14,DUMMY\\n------
379,0x8c373af0,0x1aac6,11,DUMMYCLEAR,0x1afd7,11,DUMMYCLEAR,0x1b449,11,DUMMYCLEAR,0x1aa96,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15b05,14,DUMMY\\n------,0x15d38,14,DUMMY\\n------,0x16079,14,DUMMY\\n------,0x15ad5,14,DUMMY\\n------
380,0x8c373af0,0x1aad1,11,DUMMYCLEAR,0x1afe2,11,DUMMYCLEAR,0x1b454,11,DUMMYCLEAR,0x1aaa1,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15b13,14,DUMMY\\n------,0x15d46,14,DUMMY\\n------,0x16087,14,DUMMY\\n------,0x15ae3,14,DUMMY\\n------
381,0x8c373af0,0x1aadc,11,DUMMYCLEAR,0x1afed,11,DUMMYCLEAR,0x1b45f,11,DUMMYCLEAR,0x1aaac,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15b21,14,DUMMY\\n------,0x15d54,14,DUMMY\\n------,0x16095,14,DUMMY\\n------,0x15af1,14,DUMMY\\n------
382,0x8c373af0,0x1aae7,11,DUMMYCLEAR,0x1aff8,11,DUMMYCLEAR,0x1b46a,11,DUMMYCLEAR,0x1aab7,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15b2f,14,DUMMY\\n------,0x15d62,14,DUMMY\\n------,0x160a3,14,DUMMY\\n------,0x15aff,14,DUMMY\\n------
383,0x8c373af0,0x1aaf2,11,DUMMYCLEAR,0x1b003,11,DUMMYCLEAR,0x1b475,11,DUMMYCLEAR,0x1aac2,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15b3d,14,DUMMY\\n------,0x15d70,14,DUMMY\\n------,0x160b1,14,DUMMY\\n------,0x15b0d,14,DUMMY\\n------
384,0x8c373af0,0x1aafd,11,DUMMYCLEAR,0x1b00e,11,DUMMYCLEAR,0x1b480,11,DUMMYCLEAR,0x1aacd,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15b4b,14,DUMMY\\n------,0x15d7e,14,DUMMY\\n------,0x160bf,14,DUMMY\\n------,0x15b1b,14,DUMMY\\n------
385,0x8c373af0,0x1ab08,11,DUMMYCLEAR,0x1b019,11,DUMMYCLEAR,0x1b48b,11,DUMMYCLEAR,0x1aad8,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15b59,14,DUMMY\\n------,0x15d8c,14,DUMMY\\n------,0x160cd,14,DUMMY\\n------,0x15b29,14,DUMMY\\n------
386,0x8c373af0,0x1ab13,11,DUMMYCLEAR,0x1b024,11,DUMMYCLEAR,0x1b496,11,DUMMYCLEAR,0x1aae3,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15b67,14,DUMMY\\n------,0x15d9a,14,DUMMY\\n------,0x160db,14,DUMMY\\n------,0x15b37,14,DUMMY\\n------
387,0x8c373af0,0x1ab1e,11,DUMMYCLEAR,0x1b02f,11,DUMMYCLEAR,0x1b4a1,11,DUMMYCLEAR,0x1aaee,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15b75,14,DUMMY\\n------,0x15da8,14,DUMMY\\n------,0x160e9,14,DUMMY\\n------,0x15b45,14,DUMMY\\n------
388,0x8c373af0,0x1ab29,11,DUMMYCLEAR,0x1b03a,11,DUMMYCLEAR,0x1b4ac,11,DUMMYCLEAR,0x1aaf9,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15b83,14,DUMMY\\n------,0x15db6,14,DUMMY\\n------,0x160f7,14,DUMMY\\n------,0x15b53,14,DUMMY\\n------
389,0x8c373af0,0x1ab34,11,DUMMYCLEAR,0x1b045,11,DUMMYCLEAR,0x1b4b7,11,DUMMYCLEAR,0x1ab04,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15b91,14,DUMMY\\n------,0x15dc4,14,DUMMY\\n------,0x16105,14,DUMMY\\n------,0x15b61,14,DUMMY\\n------
390,0x8c373af0,0x1ab3f,11,DUMMYCLEAR,0x1b050,11,DUMMYCLEAR,0x1b4c2,11,DUMMYCLEAR,0x1ab0f,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15b9f,14,DUMMY\\n------,0x15dd2,14,DUMMY\\n------,0x16113,14,DUMMY\\n------,0x15b6f,14,DUMMY\\n------
391,0x8c373af0,0x1ab4a,11,DUMMYCLEAR,0x1b05b,11,DUMMYCLEAR,0x1b4cd,11,DUMMYCLEAR,0x1ab1a,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15bad,14,DUMMY\\n------,0x15de0,14,DUMMY\\n------,0x16121,14,DUMMY\\n------,0x15b7d,14,DUMMY\\n------
392,0x8c373af0,0x1ab55,11,DUMMYCLEAR,0x1b066,11,DUMMYCLEAR,0x1b4d8,11,DUMMYCLEAR,0x1ab25,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15bbb,14,DUMMY\\n------,0x15dee,14,DUMMY\\n------,0x1612f,14,DUMMY\\n------,0x15b8b,14,DUMMY\\n------
393,0x8c373af0,0x1ab60,11,DUMMYCLEAR,0x1b071,11,DUMMYCLEAR,0x1b4e3,11,DUMMYCLEAR,0x1ab30,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15bc9,14,DUMMY\\n------,0x15dfc,14,DUMMY\\n------,0x1613d,14,DUMMY\\n------,0x15b99,14,DUMMY\\n------
394,0x8c373af0,0x1ab6b,11,DUMMYCLEAR,0x1b07c,11,DUMMYCLEAR,0x1b4ee,11,DUMMYCLEAR,0x1ab3b,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15bd7,14,DUMMY\\n------,0x15e0a,14,DUMMY\\n------,0x1614b,14,DUMMY\\n------,0x15ba7,14,DUMMY\\n------
395,0x8c373af0,0x1ab76,11,DUMMYCLEAR,0x1b087,11,DUMMYCLEAR,0x1b4f9,11,DUMMYCLEAR,0x1ab46,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15be5,14,DUMMY\\n------,0x15e18,14,DUMMY\\n------,0x16159,14,DUMMY\\n------,0x15bb5,14,DUMMY\\n------
396,0x8c373af0,0x1ab81,11,DUMMYCLEAR,0x1b092,11,DUMMYCLEAR,0x1b504,11,DUMMYCLEAR,0x1ab51,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15bf3,14,DUMMY\\n------,0x15e26,14,DUMMY\\n------,0x16167,14,DUMMY\\n------,0x15bc3,14,DUMMY\\n------
397,0x8c373af0,0x1ab8c,11,DUMMYCLEAR,0x1b09d,11,DUMMYCLEAR,0x1b50f,11,DUMMYCLEAR,0x1ab5c,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15c01,14,DUMMY\\n------,0x15e34,14,DUMMY\\n------,0x16175,14,DUMMY\\n------,0x15bd1,14,DUMMY\\n------
398,0x8c373af0,0x1ab97,11,DUMMYCLEAR,0x1b0a8,11,DUMMYCLEAR,0x1b51a,11,DUMMYCLEAR,0x1ab67,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15c0f,14,DUMMY\\n------,0x15e42,14,DUMMY\\n------,0x16183,14,DUMMY\\n------,0x15bdf,14,DUMMY\\n------
399,0x8c373af0,0x1aba2,11,DUMMYCLEAR,0x1b0b3,11,DUMMYCLEAR,0x1b525,11,DUMMYCLEAR,0x1ab72,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x15c1d,14,DUMMY\\n------,0x15e50,14,DUMMY\\n------,0x16191,14,DUMMY\\n------,0x15bed,14,DUMMY\\n------
