Entry ID,EU Message ID,[DE Entry Name Pos],[DE Entry Name Size],DE Entry Name,[ES Entry Name Pos],[ES Entry Name Size],ES Entry Name,[FR Entry Name Pos],[FR Entry Name Size],FR Entry Name,[GB Entry Name Pos],[GB Entry Name Size],GB Entry Name,Sell%,Ord by 123,EU Ord by ABC,Pad 1,Buy,Pad 2,Pad 3,[DE Descr Pos],[DE Descr Size],DE Descr Str,[ES Descr Pos],[ES Descr Size],ES Descr Str,[FR Descr Pos],[FR Descr Size],FR Descr Str,[GB Descr Pos],[GB Descr Size],GB Descr Str
368,0x802c78a0,0x1e151,11,DUMMYCLEAR,0x1dec8,11,DUMMYCLEAR,0x1e142,11,DUMMYCLEAR,0x1d7c9,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x1906c,9,DUMMY\\n ,0x18cb2,9,DUMMY\\n ,0x18dd6,9,DUMMY\\n ,0x1881f,14,DUMMY\\n------
369,0x802c78a0,0x1e15c,11,DUMMYCLEAR,0x1ded3,11,DUMMYCLEAR,0x1e14d,11,DUMMYCLEAR,0x1d7d4,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x19075,9,DUMMY\\n ,0x18cbb,9,DUMMY\\n ,0x18ddf,9,DUMMY\\n ,0x1882d,14,DUMMY\\n------
370,0x802c78a0,0x1e167,11,DUMMYCLEAR,0x1dede,11,DUMMYCLEAR,0x1e158,11,DUMMYCLEAR,0x1d7df,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x1907e,9,DUMMY\\n ,0x18cc4,9,DUMMY\\n ,0x18de8,9,DUMMY\\n ,0x1883b,14,DUMMY\\n------
371,0x802c78a0,0x1e172,11,DUMMYCLEAR,0x1dee9,11,DUMMYCLEAR,0x1e163,11,DUMMYCLEAR,0x1d7ea,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x19087,9,DUMMY\\n ,0x18ccd,9,DUMMY\\n ,0x18df1,9,DUMMY\\n ,0x18849,14,DUMMY\\n------
372,0x802c78a0,0x1e17d,11,DUMMYCLEAR,0x1def4,11,DUMMYCLEAR,0x1e16e,11,DUMMYCLEAR,0x1d7f5,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x19090,9,DUMMY\\n ,0x18cd6,9,DUMMY\\n ,0x18dfa,9,DUMMY\\n ,0x18857,14,DUMMY\\n------
373,0x802c78a0,0x1e188,11,DUMMYCLEAR,0x1deff,11,DUMMYCLEAR,0x1e179,11,DUMMYCLEAR,0x1d800,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x19099,9,DUMMY\\n ,0x18cdf,9,DUMMY\\n ,0x18e03,9,DUMMY\\n ,0x18865,14,DUMMY\\n------
374,0x802c78a0,0x1e193,11,DUMMYCLEAR,0x1df0a,11,DUMMYCLEAR,0x1e184,11,DUMMYCLEAR,0x1d80b,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x190a2,9,DUMMY\\n ,0x18ce8,9,DUMMY\\n ,0x18e0c,9,DUMMY\\n ,0x18873,14,DUMMY\\n------
375,0x802c78a0,0x1e19e,11,DUMMYCLEAR,0x1df15,11,DUMMYCLEAR,0x1e18f,11,DUMMYCLEAR,0x1d816,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x190ab,9,DUMMY\\n ,0x18cf1,9,DUMMY\\n ,0x18e15,9,DUMMY\\n ,0x18881,14,DUMMY\\n------
376,0x802c78a0,0x1e1a9,11,DUMMYCLEAR,0x1df20,11,DUMMYCLEAR,0x1e19a,11,DUMMYCLEAR,0x1d821,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x190b4,9,DUMMY\\n ,0x18cfa,9,DUMMY\\n ,0x18e1e,9,DUMMY\\n ,0x1888f,14,DUMMY\\n------
377,0x802c78a0,0x1e1b4,11,DUMMYCLEAR,0x1df2b,11,DUMMYCLEAR,0x1e1a5,11,DUMMYCLEAR,0x1d82c,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x190bd,9,DUMMY\\n ,0x18d03,9,DUMMY\\n ,0x18e27,9,DUMMY\\n ,0x1889d,14,DUMMY\\n------
378,0x802c78a0,0x1e1bf,11,DUMMYCLEAR,0x1df36,11,DUMMYCLEAR,0x1e1b0,11,DUMMYCLEAR,0x1d837,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x190c6,9,DUMMY\\n ,0x18d0c,9,DUMMY\\n ,0x18e30,9,DUMMY\\n ,0x188ab,14,DUMMY\\n------
379,0x802c78a0,0x1e1ca,11,DUMMYCLEAR,0x1df41,11,DUMMYCLEAR,0x1e1bb,11,DUMMYCLEAR,0x1d842,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x190cf,9,DUMMY\\n ,0x18d15,9,DUMMY\\n ,0x18e39,9,DUMMY\\n ,0x188b9,14,DUMMY\\n------
380,0x802c78a0,0x1e1d5,11,DUMMYCLEAR,0x1df4c,11,DUMMYCLEAR,0x1e1c6,11,DUMMYCLEAR,0x1d84d,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x190d8,9,DUMMY\\n ,0x18d1e,9,DUMMY\\n ,0x18e42,9,DUMMY\\n ,0x188c7,14,DUMMY\\n------
381,0x802c78a0,0x1e1e0,11,DUMMYCLEAR,0x1df57,11,DUMMYCLEAR,0x1e1d1,11,DUMMYCLEAR,0x1d858,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x190e1,9,DUMMY\\n ,0x18d27,9,DUMMY\\n ,0x18e4b,9,DUMMY\\n ,0x188d5,14,DUMMY\\n------
382,0x802c78a0,0x1e1eb,11,DUMMYCLEAR,0x1df62,11,DUMMYCLEAR,0x1e1dc,11,DUMMYCLEAR,0x1d863,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x190ea,9,DUMMY\\n ,0x18d30,9,DUMMY\\n ,0x18e54,9,DUMMY\\n ,0x188e3,14,DUMMY\\n------
383,0x802c78a0,0x1e1f6,11,DUMMYCLEAR,0x1df6d,11,DUMMYCLEAR,0x1e1e7,11,DUMMYCLEAR,0x1d86e,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x190f3,9,DUMMY\\n ,0x18d39,9,DUMMY\\n ,0x18e5d,9,DUMMY\\n ,0x188f1,14,DUMMY\\n------
384,0x802c78a0,0x1e201,11,DUMMYCLEAR,0x1df78,11,DUMMYCLEAR,0x1e1f2,11,DUMMYCLEAR,0x1d879,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x190fc,9,DUMMY\\n ,0x18d42,9,DUMMY\\n ,0x18e66,9,DUMMY\\n ,0x188ff,14,DUMMY\\n------
385,0x802c78a0,0x1e20c,11,DUMMYCLEAR,0x1df83,11,DUMMYCLEAR,0x1e1fd,11,DUMMYCLEAR,0x1d884,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x19105,9,DUMMY\\n ,0x18d4b,9,DUMMY\\n ,0x18e6f,9,DUMMY\\n ,0x1890d,14,DUMMY\\n------
386,0x802c78a0,0x1e217,11,DUMMYCLEAR,0x1df8e,11,DUMMYCLEAR,0x1e208,11,DUMMYCLEAR,0x1d88f,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x1910e,9,DUMMY\\n ,0x18d54,9,DUMMY\\n ,0x18e78,9,DUMMY\\n ,0x1891b,14,DUMMY\\n------
387,0x802c78a0,0x1e222,11,DUMMYCLEAR,0x1df99,11,DUMMYCLEAR,0x1e213,11,DUMMYCLEAR,0x1d89a,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x19117,9,DUMMY\\n ,0x18d5d,9,DUMMY\\n ,0x18e81,9,DUMMY\\n ,0x18929,14,DUMMY\\n------
388,0x802c78a0,0x1e22d,11,DUMMYCLEAR,0x1dfa4,11,DUMMYCLEAR,0x1e21e,11,DUMMYCLEAR,0x1d8a5,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x19120,9,DUMMY\\n ,0x18d66,9,DUMMY\\n ,0x18e8a,9,DUMMY\\n ,0x18937,14,DUMMY\\n------
389,0x802c78a0,0x1e238,11,DUMMYCLEAR,0x1dfaf,11,DUMMYCLEAR,0x1e229,11,DUMMYCLEAR,0x1d8b0,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x19129,9,DUMMY\\n ,0x18d6f,9,DUMMY\\n ,0x18e93,9,DUMMY\\n ,0x18945,14,DUMMY\\n------
390,0x802c78a0,0x1e243,11,DUMMYCLEAR,0x1dfba,11,DUMMYCLEAR,0x1e234,11,DUMMYCLEAR,0x1d8bb,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x19132,9,DUMMY\\n ,0x18d78,9,DUMMY\\n ,0x18e9c,9,DUMMY\\n ,0x18953,14,DUMMY\\n------
391,0x802c78a0,0x1e24e,11,DUMMYCLEAR,0x1dfc5,11,DUMMYCLEAR,0x1e23f,11,DUMMYCLEAR,0x1d8c6,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x1913b,9,DUMMY\\n ,0x18d81,9,DUMMY\\n ,0x18ea5,9,DUMMY\\n ,0x18961,14,DUMMY\\n------
392,0x802c78a0,0x1e259,11,DUMMYCLEAR,0x1dfd0,11,DUMMYCLEAR,0x1e24a,11,DUMMYCLEAR,0x1d8d1,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x19144,9,DUMMY\\n ,0x18d8a,9,DUMMY\\n ,0x18eae,9,DUMMY\\n ,0x1896f,14,DUMMY\\n------
393,0x802c78a0,0x1e264,11,DUMMYCLEAR,0x1dfdb,11,DUMMYCLEAR,0x1e255,11,DUMMYCLEAR,0x1d8dc,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x1914d,9,DUMMY\\n ,0x18d93,9,DUMMY\\n ,0x18eb7,9,DUMMY\\n ,0x1897d,14,DUMMY\\n------
394,0x802c78a0,0x1e26f,11,DUMMYCLEAR,0x1dfe6,11,DUMMYCLEAR,0x1e260,11,DUMMYCLEAR,0x1d8e7,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x19156,9,DUMMY\\n ,0x18d9c,9,DUMMY\\n ,0x18ec0,9,DUMMY\\n ,0x1898b,14,DUMMY\\n------
395,0x802c78a0,0x1e27a,11,DUMMYCLEAR,0x1dff1,11,DUMMYCLEAR,0x1e26b,11,DUMMYCLEAR,0x1d8f2,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x1915f,9,DUMMY\\n ,0x18da5,9,DUMMY\\n ,0x18ec9,9,DUMMY\\n ,0x18999,14,DUMMY\\n------
396,0x802c78a0,0x1e285,11,DUMMYCLEAR,0x1dffc,11,DUMMYCLEAR,0x1e276,11,DUMMYCLEAR,0x1d8fd,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x19168,9,DUMMY\\n ,0x18dae,9,DUMMY\\n ,0x18ed2,9,DUMMY\\n ,0x189a7,14,DUMMY\\n------
397,0x802c78a0,0x1e290,11,DUMMYCLEAR,0x1e007,11,DUMMYCLEAR,0x1e281,11,DUMMYCLEAR,0x1d908,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x19171,9,DUMMY\\n ,0x18db7,9,DUMMY\\n ,0x18edb,9,DUMMY\\n ,0x189b5,14,DUMMY\\n------
398,0x802c78a0,0x1e29b,11,DUMMYCLEAR,0x1e012,11,DUMMYCLEAR,0x1e28c,11,DUMMYCLEAR,0x1d913,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x1917a,9,DUMMY\\n ,0x18dc0,9,DUMMY\\n ,0x18ee4,9,DUMMY\\n ,0x189c3,14,DUMMY\\n------
399,0x802c78a0,0x1e2a6,11,DUMMYCLEAR,0x1e01d,11,DUMMYCLEAR,0x1e297,11,DUMMYCLEAR,0x1d91e,11,DUMMYCLEAR,0,-1,-1,0,0,0,0,0x19183,9,DUMMY\\n ,0x18dc9,9,DUMMY\\n ,0x18eed,9,DUMMY\\n ,0x189d1,14,DUMMY\\n------
